date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:11:02	43017/43017	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Aug%202017%2017:15:10%20GMT	http://www.aurganon.com/js/particles.js	d:/My%20Web%20Sites/bodhi/www.aurganon.com/js/particles.js	(from http://www.aurganon.com/)
23:11:03	1150/1150	---M--	200	added ('OK')	image/x-icon	date:Wed,%2006%20Sep%202017%2010:06:47%20GMT	http://www.aurganon.com/images/logo.ico	d:/My%20Web%20Sites/bodhi/www.aurganon.com/images/logo.ico	(from http://www.aurganon.com/)
23:11:03	36132/36132	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:02%20GMT	http://www.aurganon.com/index.php	d:/My%20Web%20Sites/bodhi/www.aurganon.com/index-2.html	(from http://www.aurganon.com/)
23:11:04	36134/36134	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:02%20GMT	http://www.aurganon.com/index.php?info=1	d:/My%20Web%20Sites/bodhi/www.aurganon.com/indexac3b.html	(from http://www.aurganon.com/)
23:11:04	36132/36132	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:03%20GMT	http://www.aurganon.com/index.php?spo=2	d:/My%20Web%20Sites/bodhi/www.aurganon.com/index42b9.html	(from http://www.aurganon.com/)
23:11:04	25965/25965	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:03%20GMT	http://www.aurganon.com/team.php	d:/My%20Web%20Sites/bodhi/www.aurganon.com/team.html	(from http://www.aurganon.com/)
23:11:05	9885/9885	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:03%20GMT	http://www.aurganon.com/login.php	d:/My%20Web%20Sites/bodhi/www.aurganon.com/login.html	(from http://www.aurganon.com/)
23:11:05	10500/10500	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:04%20GMT	http://www.aurganon.com/signup.php	d:/My%20Web%20Sites/bodhi/www.aurganon.com/signup.html	(from http://www.aurganon.com/)
23:11:10	38520/38520	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Aug%202017%2017:15:09%20GMT	http://www.aurganon.com/images/Untitled%202.png	d:/My%20Web%20Sites/bodhi/www.aurganon.com/images/Untitled%202.png	(from http://www.aurganon.com/)
23:11:29	115944/115944	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Aug%202017%2017:15:10%20GMT	http://www.aurganon.com/images/logoun.png	d:/My%20Web%20Sites/bodhi/www.aurganon.com/images/logoun.png	(from http://www.aurganon.com/)
23:11:37	96381/96381	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254499a47-1787d%22	http://code.jquery.com/jquery-1.11.0.min.js	d:/My%20Web%20Sites/bodhi/code.jquery.com/jquery-1.11.0.min.js	(from http://www.aurganon.com/)
23:11:47	298716/298716	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Aug%202017%2017:15:10%20GMT	http://www.aurganon.com/js/materialize.js	d:/My%20Web%20Sites/bodhi/www.aurganon.com/js/materialize.js	(from http://www.aurganon.com/)
23:11:47	33001/33001	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:46%20GMT	http://www.aurganon.com/index.php?info=3	d:/My%20Web%20Sites/bodhi/www.aurganon.com/index80e9.html	(from http://www.aurganon.com/)
23:11:48	29057/29057	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:46%20GMT	http://www.aurganon.com/index.php?info=4	d:/My%20Web%20Sites/bodhi/www.aurganon.com/index628c.html	(from http://www.aurganon.com/)
23:11:50	292310/292310	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Aug%202017%2017:15:09%20GMT	http://www.aurganon.com/images/bg.jpg	d:/My%20Web%20Sites/bodhi/www.aurganon.com/images/bg.jpg	(from http://www.aurganon.com/)
23:11:52	21/21	---M--	403	error ('Forbidden')	text/plain	date:Wed,%2024%20Jan%202018%2017:41:49%20GMT	https://scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21751355_1922643114662759_7579393136404103101_n.jpg?oh=1f3c0eb5de62e028790cc76a6236b536&oe=5A44153E	d:/My%20Web%20Sites/bodhi/scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21751355_1922643114662759_7579393136404103101_n.1bfe6c.delayed	(from http://www.aurganon.com/)
23:11:53	10862/10862	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:51%20GMT	http://www.aurganon.com/aboutevent.php?id=QmRvcEJ2YVFxRklKWllFb1F5b2NuQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/abouteventcc8b.html	(from http://www.aurganon.com/)
23:11:53	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:41:51%20GMT	http://www.aurganon.com/evereg.php?id=QmRvcEJ2YVFxRklKWllFb1F5b2NuQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/everegcc8b.php	(from http://www.aurganon.com/)
23:11:53	9879/9879	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:52%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=QmRvcEJ2YVFxRklKWllFb1F5b2NuQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/logine14f.html	(from http://www.aurganon.com/)
23:11:54	10167/10167	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:53%20GMT	http://www.aurganon.com/aboutevent.php?id=YjlBeEV2dGpMcTJ0TUhFV3o3a2loQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/abouteventdcc3.html	(from http://www.aurganon.com/)
23:11:55	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:41:53%20GMT	http://www.aurganon.com/evereg.php?id=YjlBeEV2dGpMcTJ0TUhFV3o3a2loQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/everegdcc3.php	(from http://www.aurganon.com/)
23:11:55	9879/9879	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:54%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=YjlBeEV2dGpMcTJ0TUhFV3o3a2loQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/login3bd5.html	(from http://www.aurganon.com/)
23:11:55	7697/7697	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202017%2007:10:39%20GMT	http://aurganon.com/images/events/talk.jpg	d:/My%20Web%20Sites/bodhi/aurganon.com/images/events/talk.jpg	(from http://www.aurganon.com/)
23:11:56	120896/120896	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Aug%202017%2015:26:57%20GMT	http://www.aurganon.com/images/bat.jpg	d:/My%20Web%20Sites/bodhi/www.aurganon.com/images/bat.jpg	(from http://www.aurganon.com/)
23:11:58	21/21	---M--	403	error ('Forbidden')	text/plain	date:Wed,%2024%20Jan%202018%2017:41:55%20GMT	https://scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21731290_1922062448054159_8985130282348085181_n.jpg?oh=44afbdaf65d6543f0cc3d506b0d1574c&oe=5A407ECA	d:/My%20Web%20Sites/bodhi/scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21731290_1922062448054159_8985130282348085181_n.233d47.delayed	(from http://www.aurganon.com/)
23:11:58	11293/11293	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:57%20GMT	http://www.aurganon.com/aboutevent.php?id=Q0p3OWZ5QmhMT0YzUVRRajk5d2QrZz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/aboutevent8c37.html	(from http://www.aurganon.com/)
23:11:58	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:41:57%20GMT	http://www.aurganon.com/evereg.php?id=Q0p3OWZ5QmhMT0YzUVRRajk5d2QrZz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/evereg8c37.php	(from http://www.aurganon.com/)
23:11:59	9879/9879	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:41:57%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=Q0p3OWZ5QmhMT0YzUVRRajk5d2QrZz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/loginb516.html	(from http://www.aurganon.com/)
23:12:01	21/21	---M--	403	error ('Forbidden')	text/plain	date:Wed,%2024%20Jan%202018%2017:41:58%20GMT	https://scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21740687_1922294254697645_2209040600706158448_n.jpg?oh=cbbaa2ec265bfcdc0e3a7043829d2a97&oe=5A5124B7	d:/My%20Web%20Sites/bodhi/scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21740687_1922294254697645_2209040600706158448_nd149.jpg	(from http://www.aurganon.com/)
23:12:01	10970/10970	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:00%20GMT	http://www.aurganon.com/aboutevent.php?id=Q1p3aGFvbXc5WHltclVOVTkvaytFZz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/aboutevent6da4.html	(from http://www.aurganon.com/)
23:12:01	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:42:00%20GMT	http://www.aurganon.com/evereg.php?id=Q1p3aGFvbXc5WHltclVOVTkvaytFZz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/evereg6da4.php	(from http://www.aurganon.com/)
23:12:02	9879/9879	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:00%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=Q1p3aGFvbXc5WHltclVOVTkvaytFZz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/login42af.html	(from http://www.aurganon.com/)
23:12:04	21/21	---M--	403	error ('Forbidden')	text/plain	date:Wed,%2024%20Jan%202018%2017:42:01%20GMT	https://scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-0/q81/s480x480/21463095_1922567608003643_1712275388504331400_n.jpg?oh=ef87da05100216e46f59d6f0b409f771&oe=5A5B894A	d:/My%20Web%20Sites/bodhi/scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-0/q81/s480x480/21463095_1922567608003643_1712275388504331400_nadf9.jpg	(from http://www.aurganon.com/)
23:12:04	10852/10852	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:03%20GMT	http://www.aurganon.com/aboutevent.php?id=T1pYcktJakt5aUdsaTNGaDJJdnBydz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/aboutevente837.html	(from http://www.aurganon.com/)
23:12:05	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:42:03%20GMT	http://www.aurganon.com/evereg.php?id=T1pYcktJakt5aUdsaTNGaDJJdnBydz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/everege837.php	(from http://www.aurganon.com/)
23:12:05	9879/9879	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:04%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=T1pYcktJakt5aUdsaTNGaDJJdnBydz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/loginff4c.html	(from http://www.aurganon.com/)
23:12:07	21/21	---M--	403	error ('Forbidden')	text/plain	date:Wed,%2024%20Jan%202018%2017:42:04%20GMT	https://scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21743017_1927019017623417_7787624773337501007_n.jpg?oh=3079da6e31b20a414218e52f1e928378&oe=5A4B9070	d:/My%20Web%20Sites/bodhi/scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21743017_1927019017623417_7787624773337501007_n9317.jpg	(from http://www.aurganon.com/)
23:12:07	11281/11281	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:06%20GMT	http://www.aurganon.com/aboutevent.php?id=cDdxa2phMkt2MGVHUFVkVmhXd3E5dz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/aboutevent431b.html	(from http://www.aurganon.com/)
23:12:08	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:42:07%20GMT	http://www.aurganon.com/evereg.php?id=cDdxa2phMkt2MGVHUFVkVmhXd3E5dz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/evereg431b.php	(from http://www.aurganon.com/)
23:12:08	9879/9879	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:07%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=cDdxa2phMkt2MGVHUFVkVmhXd3E5dz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/loginb7cb.html	(from http://www.aurganon.com/)
23:12:10	21/21	---M--	403	error ('Forbidden')	text/plain	date:Wed,%2024%20Jan%202018%2017:42:07%20GMT	https://scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21743382_1921576538102750_8853606438349677822_n.jpg?oh=1d4fd5b3a7d3ed52176eced6171a7f8e&oe=5A14D0A6	d:/My%20Web%20Sites/bodhi/scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21743382_1921576538102750_8853606438349677822_n1c22.jpg	(from http://www.aurganon.com/)
23:12:11	10776/10776	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:09%20GMT	http://www.aurganon.com/aboutevent.php?id=eHlpRE5iR053SWVQTkwwR2ZLUFIyQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/aboutevent49c6.html	(from http://www.aurganon.com/)
23:12:11	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:42:10%20GMT	http://www.aurganon.com/evereg.php?id=eHlpRE5iR053SWVQTkwwR2ZLUFIyQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/evereg49c6.php	(from http://www.aurganon.com/)
23:12:11	9879/9879	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:10%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=eHlpRE5iR053SWVQTkwwR2ZLUFIyQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/loginde1c.html	(from http://www.aurganon.com/)
23:12:12	10333/10333	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:11%20GMT	http://www.aurganon.com/aboutevent.php?id=NE8xSDRQcXRFSmZONHlrUnBsQ2dPdz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/aboutevent7df2.html	(from http://www.aurganon.com/)
23:12:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:42:11%20GMT	http://www.aurganon.com/evereg.php?id=NE8xSDRQcXRFSmZONHlrUnBsQ2dPdz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/evereg7df2.php	(from http://www.aurganon.com/)
23:12:12	9885/9885	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:11%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=NE8xSDRQcXRFSmZONHlrUnBsQ2dPdz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/login86d8.html	(from http://www.aurganon.com/)
23:12:13	10401/10401	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:12%20GMT	http://www.aurganon.com/aboutevent.php?id=dldmb2I5dTRrU29kU1JHajRoRWJTdz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/abouteventd040.html	(from http://www.aurganon.com/)
23:12:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:42:12%20GMT	http://www.aurganon.com/evereg.php?id=dldmb2I5dTRrU29kU1JHajRoRWJTdz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/everegd040.php	(from http://www.aurganon.com/)
23:12:14	9879/9879	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:13%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=dldmb2I5dTRrU29kU1JHajRoRWJTdz09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/login3b87.html	(from http://www.aurganon.com/)
23:12:16	17385/17385	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Sep%202017%2005:56:25%20GMT	http://aurganon.com/images/events/quidich.jpg	d:/My%20Web%20Sites/bodhi/aurganon.com/images/events/quidich.jpg	(from http://www.aurganon.com/)
23:12:16	10487/10487	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:15%20GMT	http://www.aurganon.com/aboutevent.php?id=RFZjeHoxdFJFQWJVOVZjQjVObmtqQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/aboutevent1daf.html	(from http://www.aurganon.com/)
23:12:17	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:42:15%20GMT	http://www.aurganon.com/evereg.php?id=RFZjeHoxdFJFQWJVOVZjQjVObmtqQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/evereg1daf.php	(from http://www.aurganon.com/)
23:12:17	9879/9879	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:16%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=RFZjeHoxdFJFQWJVOVZjQjVObmtqQT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/login7e92.html	(from http://www.aurganon.com/)
23:12:18	12774/12774	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Sep%202017%2006:02:52%20GMT	http://aurganon.com/images/events/triv.jpg	d:/My%20Web%20Sites/bodhi/aurganon.com/images/events/triv.jpg	(from http://www.aurganon.com/)
23:12:18	10551/10551	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:17%20GMT	http://www.aurganon.com/aboutevent.php?id=NmszWHplVFdqMFRNaVZ6SklnZWh6QT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/aboutevent5a0d.html	(from http://www.aurganon.com/)
23:12:19	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:42:17%20GMT	http://www.aurganon.com/evereg.php?id=NmszWHplVFdqMFRNaVZ6SklnZWh6QT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/evereg5a0d.php	(from http://www.aurganon.com/)
23:12:19	9879/9879	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:17%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=NmszWHplVFdqMFRNaVZ6SklnZWh6QT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/login4c9b.html	(from http://www.aurganon.com/)
23:12:19	14323/14323	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Sep%202017%2005:23:02%20GMT	http://aurganon.com/images/hogwart.jpg	d:/My%20Web%20Sites/bodhi/aurganon.com/images/hogwart.jpg	(from http://www.aurganon.com/)
23:12:22	21/21	---M--	403	error ('Forbidden')	text/plain	date:Wed,%2024%20Jan%202018%2017:42:19%20GMT	https://scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21751464_1921457921447945_1095870376194779796_n.jpg?oh=9de4f87b337d0ecfb4ebd612c80e17f6&oe=5A50314A	d:/My%20Web%20Sites/bodhi/scontent.fmaa1-2.fna.fbcdn.net/v/t1.0-9/21751464_1921457921447945_1095870376194779796_n.475151.delayed	(from http://www.aurganon.com/)
23:12:22	10492/10492	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:21%20GMT	http://www.aurganon.com/aboutevent.php?id=TGxpVE5obzNWQS90dkhLQnhCSHd2QT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/abouteventa542.html	(from http://www.aurganon.com/)
23:12:23	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2024%20Jan%202018%2017:42:21%20GMT	http://www.aurganon.com/evereg.php?id=TGxpVE5obzNWQS90dkhLQnhCSHd2QT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/everega542.php	(from http://www.aurganon.com/)
23:12:24	1835/1835	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Aug%202017%2017:15:10%20GMT	http://www.aurganon.com/js/classie.js	d:/My%20Web%20Sites/bodhi/www.aurganon.com/js/classie.js	(from http://www.aurganon.com/)
23:12:25	9885/9885	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202018%2017:42:22%20GMT	http://www.aurganon.com/login.php?redirect=/evereg.php?id=TGxpVE5obzNWQS90dkhLQnhCSHd2QT09	d:/My%20Web%20Sites/bodhi/www.aurganon.com/loginaf6a.html	(from http://www.aurganon.com/)
23:12:30	158673/158673	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2022:07:04%20GMT	http://aurganon.com/images/events/SuperOver.jpg	d:/My%20Web%20Sites/bodhi/aurganon.com/images/events/SuperOver.jpg	(from http://www.aurganon.com/)
23:12:32	86351/86351	---MCZ	200	added ('OK')	application/javascript	etag:W/%22577ecd90-1514f%22	https://code.jquery.com/jquery-3.1.0.min.js	d:/My%20Web%20Sites/bodhi/code.jquery.com/jquery-3.1.0.min.js	(from http://www.aurganon.com/)
23:12:33	6070/6070	---M--	200	added ('OK')	application/javascript	date:Fri,%2025%20Aug%202017%2017:15:10%20GMT	http://www.aurganon.com/js/main.js	d:/My%20Web%20Sites/bodhi/www.aurganon.com/js/main.js	(from http://www.aurganon.com/)
23:12:34	355/355	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jan%202018%2017:42:32%20GMT	http://www.aurganon.com/fonts/glyphicons-halflings-regular.eot	d:/My%20Web%20Sites/bodhi/www.aurganon.com/fonts/glyphicons-halflings-regular.eot	(from http://www.aurganon.com/css/bootstrap.min.css)
23:12:34	355/355	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jan%202018%2017:42:33%20GMT	http://www.aurganon.com/fonts/glyphicons-halflings-regular.eot?	d:/My%20Web%20Sites/bodhi/www.aurganon.com/fonts/glyphicons-halflings-regulard41d.eot	(from http://www.aurganon.com/css/bootstrap.min.css)
23:12:35	357/357	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jan%202018%2017:42:33%20GMT	http://www.aurganon.com/fonts/glyphicons-halflings-regular.woff2	d:/My%20Web%20Sites/bodhi/www.aurganon.com/fonts/glyphicons-halflings-regular.woff2	(from http://www.aurganon.com/css/bootstrap.min.css)
23:12:35	356/356	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jan%202018%2017:42:34%20GMT	http://www.aurganon.com/fonts/glyphicons-halflings-regular.woff	d:/My%20Web%20Sites/bodhi/www.aurganon.com/fonts/glyphicons-halflings-regular.woff	(from http://www.aurganon.com/css/bootstrap.min.css)
23:12:35	355/355	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jan%202018%2017:42:34%20GMT	http://www.aurganon.com/fonts/glyphicons-halflings-regular.ttf	d:/My%20Web%20Sites/bodhi/www.aurganon.com/fonts/glyphicons-halflings-regular.ttf	(from http://www.aurganon.com/css/bootstrap.min.css)
23:12:35	355/355	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jan%202018%2017:42:34%20GMT	http://www.aurganon.com/fonts/glyphicons-halflings-regular.svg	d:/My%20Web%20Sites/bodhi/www.aurganon.com/fonts/glyphicons-halflings-regular.svg	(from http://www.aurganon.com/css/bootstrap.min.css)
23:12:36	3378/3378	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Aug%202017%2017:15:10%20GMT	http://www.aurganon.com/css/fonts.css	d:/My%20Web%20Sites/bodhi/www.aurganon.com/css/fonts.css	(from http://www.aurganon.com/css/main.css)
23:12:37	21984/21984	---M--	200	added ('OK')	text/css	date:Fri,%2025%20Aug%202017%2017:15:10%20GMT	http://www.aurganon.com/css/font-awesome/css/font-awesome.min.css	d:/My%20Web%20Sites/bodhi/www.aurganon.com/css/font-awesome/css/font-awesome.min.css	(from http://www.aurganon.com/css/main.css)
